loan_id,payment_amount,payment_date,missed
11504,1638,2020-03-22,0
11504,1817,2020-04-15,0
11504,2452,2020-05-02,0
10845,215,2016-10-27,1
10845,216,2016-11-09,1
10845,170,2016-12-13,0
10845,191,2016-12-24,0
10845,260,2017-01-09,1
10845,256,2017-02-23,1
10845,274,2017-03-20,0
10793,1134,2010-02-17,1
10793,2075,2010-03-15,1
10793,1341,2010-04-13,0
10793,1546,2010-05-09,0
10793,1136,2010-06-01,0
10793,1897,2010-06-17,1
10793,1169,2010-07-18,0
11687,840,2018-04-15,0
11687,1232,2018-05-13,0
11687,1243,2018-06-11,1
11687,966,2018-07-30,0
11687,908,2018-08-21,1
11687,1103,2018-09-22,1
11687,1065,2018-10-03,0
11397,1685,2020-10-07,0
11397,2124,2020-11-13,0
11397,1083,2020-12-13,0
11397,1530,2021-01-28,1
11397,1150,2021-02-08,0
11397,1378,2021-03-02,0
10834,1356,2016-06-13,1
10834,1462,2016-07-15,1
10834,1766,2016-08-26,1
10834,1194,2016-09-21,1
10834,2027,2016-10-10,0
10834,1270,2016-11-17,1
10834,1885,2016-12-01,0
10834,1988,2017-01-03,1
10820,320,2020-06-02,1
10820,284,2020-06-13,0
10820,273,2020-07-15,1
10820,197,2020-08-16,0
10820,193,2020-10-04,1
10657,493,2016-05-03,1
10657,475,2016-06-19,0
10657,548,2016-07-19,0
10657,560,2016-09-02,1
10657,561,2016-10-03,0
10371,682,2010-10-23,0
10371,929,2010-11-17,1
10371,567,2010-11-30,0
10371,947,2010-12-31,1
10371,1062,2011-02-09,0
11440,883,2014-03-01,1
11440,1189,2014-03-12,1
11440,1503,2014-04-08,0
11440,1174,2014-05-14,1
11440,1664,2014-06-08,1
11440,1477,2014-07-10,0
11440,966,2014-08-03,1
11200,997,2012-04-07,0
11200,1184,2012-05-03,1
11200,895,2012-06-12,0
11200,1350,2012-07-05,1
11200,1024,2012-08-20,1
11200,762,2012-09-21,0
11200,1336,2012-10-07,0
11119,162,2017-02-24,1
11119,275,2017-04-12,0
11119,183,2017-05-24,1
11119,242,2017-06-11,0
11119,179,2017-07-13,0
11119,312,2017-08-02,0
11119,307,2017-09-09,0
11119,269,2017-10-27,0
11447,1939,2019-02-08,0
11447,1931,2019-03-17,0
11447,2689,2019-04-28,1
11447,2364,2019-05-22,0
11447,1605,2019-06-23,0
10403,87,2012-10-20,0
10403,102,2012-10-30,1
10403,71,2012-11-19,1
10403,62,2013-01-07,0
10403,103,2013-02-05,1
11086,475,2020-12-15,0
11086,536,2021-01-19,0
11086,609,2021-01-30,1
11086,365,2021-03-19,0
11086,594,2021-03-29,1
11086,423,2021-05-03,0
11086,370,2021-06-12,1
11086,536,2021-07-16,0
11086,486,2021-09-01,1
11610,2581,2014-12-05,1
11610,2254,2014-12-19,1
11610,2515,2014-12-31,1
11610,1973,2015-01-27,0
11610,2217,2015-02-20,0
11610,2670,2015-04-03,1
11610,1966,2015-04-15,1
11610,1753,2015-05-18,0
11610,2213,2015-06-20,1
11468,822,2015-01-11,1
11468,721,2015-01-22,0
11468,832,2015-03-07,1
11468,737,2015-04-18,0
11468,1005,2015-05-10,1
11468,781,2015-06-11,0
11468,956,2015-07-14,0
11468,1351,2015-08-30,0
10412,569,2012-09-18,0
10412,688,2012-10-18,0
10412,778,2012-11-19,1
10412,778,2012-12-06,1
10412,745,2013-01-16,0
10579,1655,2018-12-14,0
10579,2401,2019-01-27,1
10579,1774,2019-03-08,0
10579,2161,2019-03-27,0
10579,2080,2019-04-09,1
10579,1701,2019-05-24,1
10579,1604,2019-06-03,0
10579,1802,2019-06-22,1
10110,2072,2012-09-12,1
10110,1220,2012-10-17,0
10110,1396,2012-11-17,0
10110,1128,2012-12-26,0
10110,1455,2013-01-08,0
10110,1735,2013-02-25,0
10110,1392,2013-03-21,1
11147,1011,2019-03-03,0
11147,1390,2019-04-11,1
11147,992,2019-05-11,1
11147,1862,2019-06-15,1
11147,1717,2019-07-15,0
11147,1715,2019-08-07,1
11147,1124,2019-08-24,1
11861,1992,2019-11-07,1
11861,1320,2019-12-21,0
11861,1915,2020-01-29,1
11861,1323,2020-02-27,1
11861,2194,2020-03-17,0
11861,1253,2020-05-05,0
11861,1565,2020-06-17,0
11861,2397,2020-07-23,0
11861,1307,2020-09-04,1
11118,1858,2019-10-05,0
11118,2511,2019-11-19,1
11118,1784,2019-12-30,1
11118,2261,2020-01-24,0
11118,1910,2020-02-28,0
11118,2257,2020-03-12,1
10227,2144,2011-07-12,0
10227,1413,2011-08-23,0
10227,2146,2011-09-20,0
10227,1622,2011-11-02,1
10227,2431,2011-12-15,0
10995,824,2010-10-01,0
10995,914,2010-10-19,0
10995,940,2010-11-05,0
10995,764,2010-12-23,1
10995,484,2011-02-03,0
10995,678,2011-02-16,0
11331,840,2014-04-28,0
11331,1359,2014-06-13,0
11331,1177,2014-07-20,1
11331,1603,2014-08-05,1
11331,1249,2014-09-22,1
11331,929,2014-10-31,1
11331,836,2014-11-22,1
11334,1546,2017-07-22,1
11334,1399,2017-08-24,1
11334,1738,2017-09-13,0
11334,1724,2017-10-23,0
11334,1148,2017-11-03,0
11334,1340,2017-12-05,1
10163,1717,2011-05-03,0
10163,1871,2011-06-18,0
10163,1936,2011-08-02,1
10163,1928,2011-09-12,0
10163,1345,2011-10-10,0
10163,1289,2011-10-20,1
11577,568,2018-01-16,0
11577,505,2018-02-10,0
11577,695,2018-03-21,1
11577,468,2018-04-19,0
11577,625,2018-05-01,0
11577,641,2018-06-05,1
11577,572,2018-06-28,1
11577,529,2018-07-22,0
11330,200,2010-08-08,0
11330,187,2010-09-11,1
11330,240,2010-10-15,0
11330,136,2010-11-11,0
11330,237,2010-12-11,1
11330,201,2011-01-06,1
10988,98,2010-04-02,0
10988,86,2010-04-30,1
10988,104,2010-05-15,0
10988,76,2010-06-24,1
10988,107,2010-07-10,0
10988,101,2010-07-21,0
10988,59,2010-08-08,0
10988,56,2010-09-02,1
10988,93,2010-09-30,1
10851,189,2020-10-19,0
10851,281,2020-11-16,0
10851,248,2020-12-20,1
10851,152,2021-02-07,1
10851,259,2021-03-21,0
10851,212,2021-04-19,0
10851,225,2021-05-10,1
10851,238,2021-05-20,1
11703,515,2010-07-21,0
11703,438,2010-08-02,0
11703,511,2010-08-28,1
11703,770,2010-09-23,0
11703,695,2010-11-05,0
11706,983,2017-03-15,0
11706,1189,2017-04-21,0
11706,1330,2017-05-19,1
11706,1226,2017-06-10,0
11706,939,2017-07-22,0
11706,1352,2017-09-01,0
11706,754,2017-10-20,0
10751,116,2011-07-18,1
10751,138,2011-09-05,0
10751,90,2011-09-17,0
10751,135,2011-10-18,1
10751,116,2011-11-13,1
10751,115,2011-12-04,1
10501,159,2013-11-13,1
10501,155,2013-12-12,0
10501,97,2014-01-21,1
10501,167,2014-02-27,1
10501,127,2014-03-10,1
10501,95,2014-04-26,0
10501,91,2014-05-08,0
10501,149,2014-06-03,0
10501,169,2014-07-15,1
10111,1464,2013-04-09,0
10111,1446,2013-05-19,0
10111,1509,2013-06-23,0
10111,1078,2013-07-17,0
10111,1917,2013-08-17,1
10111,1725,2013-09-14,0
10111,1321,2013-10-03,1
10111,1812,2013-11-16,0
11860,633,2017-06-03,1
11860,806,2017-06-21,0
11860,415,2017-07-11,1
11860,796,2017-08-27,0
11860,569,2017-10-10,1
11860,594,2017-11-16,1
11860,486,2017-11-27,1
11860,783,2017-12-31,0
11860,561,2018-02-06,1
11576,827,2014-10-28,0
11576,535,2014-11-21,0
11576,782,2014-12-28,1
11576,711,2015-01-12,1
11576,982,2015-02-01,0
11576,1024,2015-02-13,1
11576,926,2015-04-02,0
10546,165,2011-06-02,0
10546,178,2011-07-08,1
10546,256,2011-07-26,1
10546,251,2011-08-31,0
10546,226,2011-10-07,1
10546,138,2011-11-21,0
10546,261,2011-12-25,1
10546,245,2012-02-06,0
11371,1194,2012-07-28,1
11371,1531,2012-09-14,1
11371,1585,2012-10-15,0
11371,1777,2012-11-26,0
11371,2009,2012-12-15,0
11371,1700,2013-01-04,0
10175,626,2011-11-24,1
10175,886,2012-01-02,0
10175,1096,2012-01-25,0
10175,674,2012-02-21,1
10175,1095,2012-03-10,0
10175,865,2012-04-21,1
10175,919,2012-05-08,1
10175,889,2012-06-12,1
11781,750,2015-12-20,0
11781,417,2016-01-16,1
11781,403,2016-02-09,0
11781,660,2016-03-16,1
11781,398,2016-04-26,1
11781,419,2016-06-09,1
11781,399,2016-06-24,0
11781,775,2016-08-11,0
11608,1359,2013-01-24,0
11608,1460,2013-03-07,1
11608,1215,2013-04-06,0
11608,1940,2013-04-17,0
11608,1264,2013-04-27,0
11916,1822,2013-06-09,0
11916,1034,2013-07-28,0
11916,983,2013-08-10,1
11916,1671,2013-08-20,1
11916,1118,2013-10-08,0
11916,1396,2013-11-01,0
10159,1939,2016-02-02,0
10159,1494,2016-02-12,1
10159,1809,2016-03-09,0
10159,1071,2016-04-12,1
10159,1419,2016-04-30,1
11613,872,2019-06-30,1
11613,876,2019-08-13,1
11613,1572,2019-09-13,1
11613,1455,2019-10-04,0
11613,1091,2019-10-25,0
11613,1023,2019-12-04,0
11613,1139,2019-12-15,1
11613,1086,2019-12-25,1
11835,2311,2017-03-21,1
11835,2111,2017-04-19,0
11835,2224,2017-05-04,1
11835,1712,2017-06-07,0
11835,1454,2017-07-07,0
10793,1871,2019-05-24,0
10793,1253,2019-07-04,0
10793,1967,2019-07-15,0
10793,1239,2019-08-17,0
10793,1262,2019-09-19,0
10793,2009,2019-10-14,0
10793,1152,2019-11-19,1
10793,1311,2019-12-15,1
10561,1403,2012-05-06,0
10561,899,2012-06-08,0
10561,1565,2012-06-29,0
10561,1415,2012-07-16,0
10561,1425,2012-08-15,0
10561,914,2012-09-03,1
10561,1305,2012-10-06,1
10496,1055,2015-12-16,1
10496,1718,2016-01-31,1
10496,1642,2016-03-08,0
10496,1634,2016-04-04,0
10496,1034,2016-05-03,0
10947,1227,2012-04-05,0
10947,1033,2012-05-19,0
10947,1596,2012-05-31,1
10947,1467,2012-06-15,1
10947,1505,2012-07-01,1
10697,2693,2019-07-28,1
10697,2646,2019-09-09,0
10697,1558,2019-09-26,0
10697,2421,2019-10-15,1
10697,1582,2019-11-06,0
10697,1633,2019-12-16,1
10697,2342,2019-12-31,0
10697,2711,2020-02-01,1
11151,1343,2010-04-21,0
11151,2596,2010-05-04,1
11151,2259,2010-06-07,0
11151,2599,2010-06-18,1
11151,2293,2010-07-11,0
11151,1522,2010-08-29,0
11151,1791,2010-10-14,1
11151,1309,2010-11-29,1
11151,2517,2011-01-07,0
10877,988,2017-05-25,0
10877,1103,2017-06-15,0
10877,1005,2017-07-08,1
10877,1048,2017-07-22,1
10877,806,2017-08-12,1
10062,2031,2015-01-17,1
10062,1540,2015-03-06,1
10062,2121,2015-04-11,1
10062,1614,2015-05-16,0
10062,1726,2015-07-03,1
10062,1262,2015-07-14,0
10062,1831,2015-08-25,1
10062,2056,2015-10-01,0
10374,1655,2015-06-03,1
10374,1273,2015-06-15,1
10374,1739,2015-07-29,0
10374,1066,2015-09-13,1
10374,1062,2015-10-02,1
10374,1884,2015-10-23,0
10205,2098,2018-02-06,1
10205,1152,2018-02-27,1
10205,1450,2018-04-03,1
10205,1899,2018-05-16,1
10205,1386,2018-06-27,1
10205,1903,2018-07-30,1
10622,147,2017-10-28,0
10622,177,2017-12-05,0
10622,154,2018-01-04,0
10622,179,2018-01-22,0
10622,166,2018-02-06,0
10622,109,2018-03-04,0
10622,106,2018-03-17,1
10622,163,2018-04-07,0
11980,1681,2016-03-15,1
11980,1524,2016-04-12,1
11980,1040,2016-05-09,1
11980,1504,2016-05-27,0
11980,1473,2016-06-22,1
11980,1656,2016-07-21,0
10520,1598,2019-08-02,1
10520,1169,2019-08-31,1
10520,2121,2019-09-17,1
10520,1935,2019-10-24,0
10520,1987,2019-11-17,0
10520,1734,2019-12-08,0
10520,1178,2020-01-04,1
10520,1457,2020-02-19,1
10933,1101,2020-04-08,0
10933,934,2020-05-25,1
10933,890,2020-06-20,1
10933,1156,2020-07-08,0
10933,758,2020-07-27,0
10933,975,2020-08-30,0
10933,846,2020-10-14,0
10933,1347,2020-11-02,0
10933,984,2020-11-18,0
10057,1660,2020-06-03,1
10057,1452,2020-07-22,1
10057,1950,2020-08-23,1
10057,1220,2020-10-01,0
10057,1260,2020-11-05,1
11655,2003,2010-02-17,1
11655,1631,2010-03-01,1
11655,1205,2010-03-31,0
11655,2069,2010-04-27,1
11655,1171,2010-05-29,1
11199,770,2011-04-22,1
11199,694,2011-05-09,0
11199,671,2011-06-27,1
11199,765,2011-07-09,1
11199,555,2011-07-26,0
11199,755,2011-08-07,0
11199,765,2011-09-11,1
11199,649,2011-10-18,0
11390,922,2020-04-24,1
11390,1196,2020-05-16,1
11390,1632,2020-07-03,1
11390,1058,2020-07-21,0
11390,1397,2020-07-31,1
11390,1035,2020-08-12,1
11390,1325,2020-09-07,1
10977,1104,2018-04-20,1
10977,1527,2018-05-23,1
10977,1225,2018-06-23,0
10977,1844,2018-07-29,0
10977,1076,2018-09-01,0
10313,698,2017-07-27,0
10313,1033,2017-09-06,1
10313,686,2017-09-30,0
10313,1045,2017-10-22,0
10313,918,2017-11-26,1
10313,888,2017-12-23,0
10623,2113,2018-05-27,0
10623,1558,2018-07-13,1
10623,2215,2018-07-30,0
10623,1626,2018-08-19,0
10623,1594,2018-09-17,0
10623,2070,2018-09-30,1
10623,2182,2018-10-19,1
11964,280,2014-01-20,0
11964,176,2014-02-05,0
11964,309,2014-03-03,0
11964,156,2014-04-10,0
11964,273,2014-05-20,1
11964,259,2014-06-14,1
11964,237,2014-07-10,1
10672,1961,2015-10-08,1
10672,2021,2015-10-30,1
10672,2045,2015-12-18,1
10672,1602,2016-01-02,1
10672,1144,2016-01-27,0
10672,1207,2016-02-26,0
10672,1730,2016-04-05,0
10672,2034,2016-05-19,0
10672,1160,2016-07-05,0
11854,773,2011-09-25,1
11854,952,2011-10-17,0
11854,797,2011-11-29,1
11854,925,2012-01-05,1
11854,812,2012-02-19,1
11854,825,2012-04-06,1
11504,291,2015-11-18,1
11504,352,2015-12-08,0
11504,245,2015-12-22,1
11504,335,2016-01-30,1
11504,186,2016-02-20,0
11504,354,2016-03-04,0
11504,281,2016-03-30,0
11504,241,2016-05-08,1
11504,322,2016-06-10,1
10262,802,2011-09-22,1
10262,994,2011-10-30,0
10262,698,2011-11-26,1
10262,893,2012-01-14,1
10262,837,2012-03-03,0
11439,454,2017-08-05,0
11439,715,2017-09-15,0
11439,688,2017-11-02,1
11439,700,2017-12-11,1
11439,495,2018-01-11,1
11439,756,2018-02-13,0
11439,656,2018-03-18,0
11439,507,2018-04-05,0
11156,2256,2014-04-21,0
11156,1314,2014-05-19,0
11156,1905,2014-06-13,1
11156,1386,2014-06-25,1
11156,2242,2014-07-12,1
11156,1773,2014-08-22,0
11156,1751,2014-09-24,0
11156,2004,2014-10-30,0
10447,1307,2018-06-04,1
10447,1326,2018-07-22,0
10447,1322,2018-08-10,1
10447,1317,2018-09-07,1
10447,910,2018-10-13,0
10447,899,2018-11-18,0
10447,965,2018-12-07,1
10447,1152,2019-01-12,0
10063,512,2016-02-09,0
10063,507,2016-03-25,0
10063,807,2016-05-09,0
10063,725,2016-06-17,1
10063,796,2016-07-31,1
10063,513,2016-09-15,0
10063,753,2016-10-05,0
10063,807,2016-10-18,1
10063,623,2016-12-04,1
10173,905,2017-07-17,0
10173,1043,2017-08-10,0
10173,1175,2017-09-10,1
10173,1078,2017-09-29,1
10173,1204,2017-10-11,1
10173,844,2017-11-27,1
10173,1059,2017-12-23,0
10173,859,2018-01-24,1
10173,750,2018-03-13,1
10549,1394,2020-10-11,1
10549,1318,2020-10-27,1
10549,993,2020-12-04,0
10549,1152,2021-01-19,0
10549,1064,2021-02-09,1
10549,1264,2021-02-20,1
10549,1402,2021-03-02,0
10549,1754,2021-03-19,0
11753,1523,2018-08-08,0
11753,980,2018-09-16,1
11753,1656,2018-10-07,1
11753,1563,2018-11-08,0
11753,1285,2018-12-15,0
11753,936,2019-01-10,0
11753,1334,2019-01-24,0
11753,1052,2019-03-01,0
10614,1417,2013-08-17,0
10614,2634,2013-09-03,0
10614,1693,2013-09-29,1
10614,2413,2013-10-09,1
10614,2059,2013-10-22,1
10488,1200,2019-10-31,1
10488,1186,2019-11-14,1
10488,1162,2019-12-24,1
10488,849,2020-01-24,0
10488,989,2020-02-08,0
10488,1197,2020-03-13,0
10488,1008,2020-04-08,0
10488,828,2020-05-06,1
10488,1029,2020-06-05,1
10022,531,2017-09-12,0
10022,914,2017-09-30,0
10022,568,2017-11-04,1
10022,724,2017-12-13,0
10022,886,2018-01-06,0
10022,983,2018-01-27,1
10022,770,2018-03-11,0
10609,233,2016-11-24,0
10609,280,2017-01-02,1
10609,183,2017-01-19,1
10609,293,2017-02-16,1
10609,159,2017-03-01,0
10609,297,2017-04-05,1
10609,169,2017-05-19,0
10609,247,2017-06-22,1
10609,273,2017-07-11,0
11290,1876,2020-03-17,0
11290,1971,2020-05-03,1
11290,1721,2020-06-04,0
11290,2122,2020-06-23,1
11290,1740,2020-07-27,0
11290,2447,2020-08-10,0
11290,1692,2020-08-30,0
11290,1810,2020-10-17,0
11652,1581,2014-12-15,0
11652,2292,2015-01-03,0
11652,2324,2015-01-16,0
11652,2120,2015-01-30,0
11652,1432,2015-03-06,0
11652,1277,2015-04-05,1
11652,2345,2015-04-20,0
11652,1568,2015-05-30,1
10845,1442,2015-03-26,0
10845,1575,2015-05-12,0
10845,1730,2015-06-29,1
10845,2218,2015-08-12,0
10845,1513,2015-09-07,1
10845,1486,2015-10-20,1
10845,2326,2015-11-07,0
10845,2412,2015-12-20,1
10930,1373,2015-03-04,1
10930,1641,2015-04-17,1
10930,1720,2015-05-02,0
10930,2467,2015-05-28,1
10930,2172,2015-06-11,1
10930,1330,2015-07-16,0
10930,1318,2015-08-01,1
10003,1935,2017-04-14,1
10003,2599,2017-05-26,1
10003,2222,2017-07-13,1
10003,1588,2017-08-06,1
10003,1854,2017-08-25,0
10003,2063,2017-09-30,0
10613,755,2015-10-31,1
10613,617,2015-12-08,0
10613,904,2015-12-19,0
10613,764,2016-02-04,0
10613,823,2016-03-14,0
10613,710,2016-04-07,1
10613,763,2016-05-15,1
10613,807,2016-06-16,0
10613,744,2016-07-02,0
11036,970,2012-12-25,1
11036,1190,2013-02-09,0
11036,1341,2013-03-15,1
11036,1484,2013-03-26,0
11036,1260,2013-04-22,1
11036,1467,2013-05-13,0
11036,1478,2013-06-01,0
11036,1151,2013-06-18,0
11036,983,2013-07-22,0
11714,1061,2020-06-25,0
11714,808,2020-07-30,0
11714,935,2020-08-30,0
11714,997,2020-09-15,0
11714,989,2020-10-28,0
11714,654,2020-12-16,1
11440,1390,2012-09-25,0
11440,1957,2012-10-17,1
11440,2031,2012-11-02,1
11440,2281,2012-12-21,0
11440,2072,2013-01-13,1
11440,2087,2013-01-31,0
10026,1706,2012-04-21,0
10026,1467,2012-05-10,1
10026,2525,2012-05-22,1
10026,2450,2012-07-08,1
10026,2578,2012-08-02,1
10026,2563,2012-09-14,0
10552,809,2013-09-05,1
10552,524,2013-09-28,0
10552,929,2013-11-06,1
10552,537,2013-11-17,0
10552,703,2013-12-23,1
10552,595,2014-02-10,1
10552,848,2014-03-11,1
10054,392,2017-04-09,1
10054,529,2017-05-01,1
10054,466,2017-06-10,1
10054,679,2017-07-24,0
10054,593,2017-09-11,0
10054,660,2017-10-02,0
10054,651,2017-11-01,0
11755,1589,2018-12-13,0
11755,1443,2019-01-30,0
11755,1385,2019-02-22,0
11755,913,2019-04-04,1
11755,1518,2019-04-27,0
11755,967,2019-05-10,0
11308,1122,2014-10-03,0
11308,975,2014-11-09,0
11308,1099,2014-12-11,1
11308,1321,2015-01-28,1
11308,939,2015-03-07,0
11308,1060,2015-03-28,1
11308,822,2015-04-12,0
11308,1103,2015-05-09,0
11308,1276,2015-06-09,1
10844,1082,2012-03-29,1
10844,888,2012-05-10,1
10844,1009,2012-06-07,0
10844,1121,2012-07-19,1
10844,640,2012-08-09,0
10844,676,2012-08-21,0
10844,1184,2012-10-08,0
10844,696,2012-11-22,0
10800,1203,2016-08-20,1
10800,1281,2016-09-20,1
10800,1494,2016-10-08,1
10800,1357,2016-11-17,1
10800,887,2016-11-30,0
10800,1131,2016-12-14,1
11690,137,2017-01-09,1
11690,183,2017-02-11,0
11690,119,2017-03-16,1
11690,156,2017-03-26,1
11690,105,2017-05-04,0
11690,187,2017-06-14,1
11174,922,2012-08-25,0
11174,1028,2012-09-09,0
11174,997,2012-10-20,0
11174,1106,2012-12-05,1
11174,1146,2012-12-28,0
11174,1262,2013-02-07,1
11174,992,2013-03-19,1
11174,1307,2013-04-22,0
11174,1400,2013-05-13,1
10670,912,2019-09-13,0
10670,840,2019-10-20,1
10670,1574,2019-11-09,1
10670,1110,2019-12-19,0
10670,1447,2020-01-25,0
10670,1019,2020-03-07,1
10162,1231,2019-04-26,0
10162,1374,2019-05-29,0
10162,1151,2019-07-01,1
10162,1773,2019-08-04,1
10162,1676,2019-09-13,0
10162,1318,2019-10-01,0
10162,2026,2019-10-21,0
10162,1282,2019-11-29,1
10162,1139,2020-01-06,1
10155,1969,2019-05-29,1
10155,1126,2019-07-09,1
10155,1749,2019-08-25,1
10155,1060,2019-10-04,1
10155,1106,2019-11-20,1
10155,2080,2020-01-05,0
10155,1121,2020-01-21,1
10829,620,2015-05-06,1
10829,1037,2015-05-24,0
10829,644,2015-07-11,1
10829,691,2015-08-05,1
10829,616,2015-09-04,1
10875,1099,2020-12-29,1
10875,950,2021-01-08,0
10875,768,2021-02-01,0
10875,1087,2021-03-14,1
10875,1329,2021-04-03,0
10875,1279,2021-05-12,0
10875,1078,2021-06-22,0
10875,1142,2021-08-07,1
10875,750,2021-08-24,0
10037,729,2013-12-21,0
10037,612,2014-01-01,0
10037,949,2014-01-28,1
10037,1002,2014-03-05,1
10037,765,2014-03-24,0
10382,1106,2012-08-30,0
10382,1225,2012-09-29,0
10382,1233,2012-10-23,0
10382,991,2012-11-19,1
10382,971,2012-12-25,1
10382,1632,2013-01-08,1
